Index,Semester,Type,Course,Pre-Post,SI1,SI2,SI3,SI4,SI5,Science_ID_AVE,CM1,CM2,CM3,CM4,CM5,Career_Mot_AVE,IM1,IM2,IM3,IM4,IM5,Intrinsic_Mot_AVE,SD1,SD2,SD3,SD4,SD5,SelfDetermition_AVE,SE1,SE2,SE3,SE4,SE5,SelfEfficacy_AVE,GM1,GM2,GM3,GM4,GM5,Grade_Mot_AVE,Overall_SCI_MOT,Sci_Comp1,Sci_Comp2,Sci_Comp3,Sci_Comp4,Sci_Competancy_Ave,Per_Comm_Orient1,Per_Comm_Orient2,Per_Comm_Orient3,Per_Comm_Orient4,Persol_Comm_Orient_AVE,Sci_Comm_Orient1,Sci_Comm_Orient2,Sci_Comm_Orient3,Sci_Comm_Orient4,Sci_Comm_Orient_AVE,Resilience1,Resilience2,Resilience3,Resilience4,Resilience_AVE,Major,Career,Gender,Ethnicity,ParentsGradCollege,Dependents,Med-Condition,Med-Condition_Dependent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,Summer 2021,Major,BIOL1610,Pre,3,2,2,4,3,2.8,5,5,5,4,4,4.6,5,5,4,4,4,4.4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3.8,4.16,4,4,4,4,4,5,5,5,4,4.75,5,5,5,5,5,4,3,4,4,3.75,10,5,6,11,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,Fall 2021,Major,BIOL1610,Pre,3,3,3,2,3,2.8,5,4,4,5,4,4.4,4,4,4,4,4,4,4,5,5,5,4,4.6,5,5,5,5,5,5,5,5,5,5,5,5,4.6,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,,,,,,1,1,1,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,Spring 2022,Non-Major,BIOL1010,Pre,4,4,3,4,3,3.6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4.8,4,3,3,4,3.5,6,6,6,6,6,6,6,6,6,6,,,,,,11,12,1,,No,0,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,Fall 2021,Major,BIOL1610,Pre,4,5,4,5,4,4.4,5,5,5,4,5,4.8,5,5,4,4,4,4.4,5,5,5,5,5,5,4,4,4,5,5,4.4,5,5,5,5,5,5,4.72,3,3,4,4,3.5,6,6,6,6,6,6,6,6,6,6,,,,,,1,4,6,7,No,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,Fall 2021,Major,BIOL1610,Pre,4,5,5,3,4,4.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1.4,1,1,1,1,1,1,2,2,2,1,3,2,1.28,4,4,4,5,4.25,5,6,6,6,5.75,6,6,6,6,6,,,,,,1,12,1,10,No,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,Spring 2022,Non-Major,BIOL1010,Pre,3,4,5,4,5,4.2,1,1,1,1,1,1,2,1,2,3,2,2,1,2,1,2,2,1.6,2,2,2,2,2,2,1,1,1,1,2,1.2,1.56,4,4,4,5,4.25,5,5,6,5,5.25,5,5,6,5,5.25,,,,,,10,1,1,7,Yes,3,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,Fall 2021,Non-Major,BIOL1010,Pre,2,2,2,1,1,1.6,2,2,2,4,2,2.4,4,4,2,2,3,3,3,3,4,3,3,3.2,4,4,4,3,3,3.6,5,5,5,5,4,4.8,3.4,4,3,3,2,3,6,6,6,6,6,5,5,7,6,5.75,,,,,,11,12,6,10,No,1,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,Fall 2021,Major,BIOL1610,Pre,4,2,2,2,2,2.4,3,4,3,3,4,3.4,4,4,3,3,4,3.6,4,4,4,3,4,3.8,3,4,3,3,4,3.4,5,5,5,5,4,4.8,3.8,3,2,1,2,2,5,5,5,5,5,4,5,5,5,4.75,,,,,,11,4,6,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,Spring 2022,Non-Major,BIOL1010,Pre,1,3,2,2,3,2.2,4,4,4,5,3,4,4,3,2,2,3,2.8,2,2,3,2,3,2.4,4,2,1,1,3,2.2,2,5,5,5,3,4,3.08,4,2,3,2,2.75,4,5,5,4,4.5,3,5,4,4,4,,,,,,11,12,6,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,Fall 2021,Major,BIOL1610,Pre,5,4,5,4,1,3.8,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,4,4.2,4,5,4,4,4,4.2,4,5,5,5,5,4.8,4.64,2,2,3,2,2.25,4,3,5,4,4,4,4,4,3,3.75,,,,,,8,7,1,10,No,0,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,Fall 2021,Non-Major,BIOL1010,Pre,4,3,3,2,4,3.2,4,5,4,4,3,4,5,5,4,2,4,4,4,3,4,3,4,3.6,4,4,4,4,5,4.2,4,4,5,5,3,4.2,4,1,4,3,3,2.75,7,7,7,7,7,6,7,7,7,6.75,,,,,,5,12,1,9,No,6,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,Spring 2022,Non-Major,BIOL1010,Pre,3,3,1,2,3,2.4,5,5,5,5,5,5,5,4,4,4,4,4.2,5,5,5,5,5,5,4,5,4,5,5,4.6,5,5,5,5,5,5,4.76,4,2,3,5,3.5,7,7,7,7,7,6,6,6,6,6,,,,,,11,4,1,10,Yes,1,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,Fall 2021,Major,BIOL1610,Pre,4,4,3,4,2,3.4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,5,5,5,5,5,5,5,4,5,5,5,4.8,4.76,4,4,3,4,3.75,6,6,6,6,6,6,6,6,6,6,,,,,,10,1,6,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,Fall 2021,Major,BIOL1610,Pre,3,4,4,3,3,3.4,4,3,4,5,5,4.2,4,5,4,3,3,3.8,3,2,3,3,2,2.6,2,2,2,3,3,2.4,3,4,4,4,3,3.6,3.32,2,2,2,4,2.5,5,5,6,4,5,5,5,6,5,5.25,,,,,,4,1,1,6,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,Fall 2021,Major,BIOL1610,Pre,3,3,3,3,3,3,4,4,4,5,5,4.4,3,4,3,4,4,3.6,3,3,3,3,2,2.8,3,3,3,3,4,3.2,3,4,5,5,1,3.6,3.52,2,2,2,5,2.75,6,6,6,5,5.75,5,6,6,6,5.75,,,,,,4,1,1,6,,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,Spring 2022,Non-Major,BIOL1010,Pre,4,4,3,3,3,3.4,4,5,4,4,4,4.2,4,4,4,3,4,3.8,3,3,4,3,3,3.2,3,4,4,4,4,3.8,3,3,3,4,3,3.2,3.64,4,3,4,4,3.75,5,4,5,5,4.75,5,5,5,5,5,,,,,,10,5,1,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,Fall 2021,Major,BIOL1610,Pre,5,5,5,4,4,4.6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4.8,4.96,4,5,5,5,4.75,6,5,5,6,5.5,6,5,5,6,5.5,,,,,,1,6,6,10,No,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,Spring 2022,Non-Major,BIOL1010,Pre,1,1,1,1,3,1.4,4,5,5,3,1,3.6,4,4,3,4,3,3.6,4,5,4,3,3,3.8,5,5,5,5,5,5,5,5,5,5,3,4.6,4.12,3,4,2,3,3,6,6,6,6,6,3,3,3,3,3,,,,,,11,12,6,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,Spring 2022,Non-Major,BIOL1010,Pre,2,1,1,1,2,1.4,2,2,2,2,1,1.8,2,1,2,2,1,1.6,4,3,3,3,2,3,2,2,2,2,2,2,4,4,4,4,4,4,2.48,2,1,1,2,1.5,5,6,5,6,5.5,5,5,4,5,4.75,,,,,,3,3,6,10,No,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,Fall 2021,Non-Major,BIOL1010,Pre,3,4,3,4,4,3.6,5,5,5,4,4,4.6,5,4,4,4,5,4.4,4,4,4,3,3,3.6,3,4,3,4,4,3.6,4,4,4,5,4,4.2,4.08,4,4,3,4,3.75,6,6,6,5,5.75,4,6,6,6,5.5,,,,,,11,12,1,10,Unsure,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,Fall 2021,Major,BIOL1610,Pre,2,5,4,4,4,3.8,5,5,5,5,5,5,5,5,4,4,5,4.6,5,4,4,4,4,4.2,4,4,3,4,4,3.8,5,4,4,5,4,4.4,4.4,3,4,2,4,3.25,5,5,6,6,5.5,6,5,6,4,5.25,,,,,,11,5,6,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,Fall 2021,Non-Major,BIOL1010,Pre,1,3,2,2,3,2.2,4,5,4,4,5,4.4,4,4,3,4,3,3.6,2,2,3,3,3,2.6,3,4,4,2,4,3.4,5,5,4,4,4,4.4,3.68,2,3,2,3,2.5,5,6,7,7,6.25,5,7,7,7,6.5,,,,,,10,5,6,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,Fall 2021,Non-Major,BIOL1010,Pre,4,5,3,4,3,3.8,3,4,3,3,3,3.2,5,4,5,5,4,4.6,4,4,4,3,4,3.8,5,5,5,5,5,5,5,5,5,5,4,4.8,4.28,5,4,4,4,4.25,5,6,6,6,5.75,4,4,5,5,4.5,,,,,,9,12,1,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,Summer 2021,Major,BIOL1610,Pre,4,4,4,1,3,3.2,1,1,1,1,1,1,2,2,1,1,1,1.4,3,2,4,3,2,2.8,4,4,4,4,4,4,5,5,5,5,4,4.8,2.8,2,2,2,4,2.5,6,6,6,5,5.75,6,6,5,6,5.75,4,5,4,5,4.5,1,5,1,1,No,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,Spring 2022,Non-Major,BIOL1010,Pre,3,4,2,2,3,2.8,4,4,4,5,4,4.2,4,5,4,4,4,4.2,4,3,3,3,3,3.2,2,5,3,4,3,3.4,5,5,5,5,5,5,4,4,2,2,5,3.25,5,4,6,5,5,6,5,6,4,5.25,,,,,,10,9,1,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,Fall 2021,Major,BIOL1610,Pre,3,4,2,3,3,3,5,5,5,5,5,5,4,5,4,4,4,4.2,4,4,4,4,4,4,2,4,3,3,3,3,5,4,5,5,5,4.8,4.2,3,5,3,5,4,5,5,5,5,5,6,6,6,6,6,,,,,,10,5,6,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,Fall 2021,Major,BIOL1610,Pre,4,5,4,4,5,4.4,1,1,1,1,1,1,5,5,5,4,4,4.6,5,5,5,4,5,4.8,5,5,5,5,5,5,5,5,5,5,5,5,4.08,5,4,4,5,4.5,6,5,5,6,5.5,5,5,5,5,5,,,,,,10,5,6,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,Fall 2021,Major,BIOL1610,Pre,4,4,4,4,3,3.8,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,4.8,4.56,4,4,4,4,4,5,5,5,5,5,5,4,4,4,4.25,,,,,,1,1,6,11,Yes,0,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,Fall 2021,Major,BIOL1610,Pre,5,5,4,5,4,4.6,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,4.4,4,4,4,5,5,4.4,5,4,5,5,4,4.6,4.68,4,4,3,5,4,5,4,4,3,4,6,5,5,6,5.5,,,,,,1,6,6,11,Yes,0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,Fall 2021,Major,BIOL1610,Pre,3,4,1,4,3,3,4,5,4,4,5,4.4,4,3,4,3,4,3.6,4,5,4,4,4,4.2,4,4,3,4,3,3.6,5,4,5,4,4,4.4,4.04,2,3,4,5,3.5,5,6,5,6,5.5,4,5,3,4,4,,,,,,1,5,6,10,Yes,0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,Summer 2021,Major,BIOL1610,Pre,3,4,3,2,2,2.8,5,5,5,5,5,5,4,5,4,4,4,4.2,3,5,4,4,4,4,4,5,4,4,4,4.2,5,5,5,5,5,5,4.48,2,3,3,3,2.75,6,6,6,6,6,4,4,4,4,4,3,5,5,5,4.5,10,4,6,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,Fall 2021,Major,BIOL1610,Pre,1,1,1,1,1,1,4,4,4,5,3,4,1,1,1,1,1,1,4,4,4,4,3,3.8,3,3,2,2,2,2.4,5,5,5,5,5,5,3.24,1,2,2,2,1.75,4,5,5,5,4.75,3,4,4,4,3.75,,,,,,10,5,6,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,Fall 2021,Major,BIOL1610,Pre,1,2,2,1,5,2.2,5,5,5,5,5,5,5,5,5,5,5,5,3,1,5,3,4,3.2,5,5,5,5,5,5,5,5,5,5,3,4.6,4.56,5,5,1,3,3.5,5,5,5,5,5,5,5,5,5,5,,,,,,10,4,1,7,No,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,Fall 2021,Major,BIOL1610,Pre,4,5,4,4,4,4.2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,4.25,6,6,6,6,6,6,6,6,6,6,,,,,,10,1,1,10,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,Summer 2021,Major,BIOL1610,Pre,1,1,3,3,2,2,4,4,3,4,4,3.8,3,5,2,4,3,3.4,5,4,4,4,3,4,4,5,3,3,3,3.6,5,5,5,5,3,4.6,3.88,3,2,2,4,2.75,5,5,6,6,5.5,3,3,3,3,3,2,4,5,2,3.25,11,12,6,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,Fall 2021,Major,BIOL1610,Pre,5,5,4,5,4,4.6,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,3,3.8,4,5,5,4,5,4.6,5,5,4,4,5,4.6,4.6,2,4,3,5,3.5,5,6,6,6,5.75,6,6,6,6,6,,,,,,1,5,6,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,Fall 2021,Major,BIOL1610,Pre,2,3,4,3,5,3.4,5,5,2,4,4,4,4,4,4,4,3,3.8,5,5,5,4,5,4.8,3,5,3,5,3,3.8,5,5,5,5,3,4.6,4.2,1,2,1,4,2,6,5,6,6,5.75,5,5,5,4,4.75,,,,,,10,4,6,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,Fall 2021,Major,BIOL1610,Pre,4,5,5,4,4,4.4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,5,4.2,4,5,4,4,5,4.4,5,5,5,5,5,5,4.72,4,3,4,5,4,6,6,6,6,6,6,6,6,6,6,,,,,,10,5,6,10,Yes,0,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,Fall 2021,Major,BIOL1610,Pre,4,4,4,4,4,4,4,4,4,4,5,4.2,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4.44,4,2,2,3,2.75,6,6,6,6,6,6,6,6,6,6,,,,,,11,12,6,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,Fall 2021,Major,BIOL1610,Pre,3,3,2,3,3,2.8,1,1,1,1,1,1,4,4,4,3,3,3.6,3,4,4,3,3,3.4,4,4,3,3,4,3.6,5,5,5,5,3,4.6,3.24,1,1,1,1,1,5,6,6,6,5.75,4,3,3,3,3.25,,,,,,10,5,6,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,Fall 2021,Non-Major,BIOL1010,Pre,3,3,1,1,3,2.2,4,4,4,4,3,3.8,5,5,3,5,5,4.6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4.68,3,3,4,4,3.5,7,7,7,7,7,7,7,7,7,7,,,,,,11,12,6,7,No,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,Fall 2021,Major,BIOL1610,Pre,1,3,2,1,1,1.6,4,5,5,5,5,4.8,4,4,3,4,4,3.8,5,5,4,4,4,4.4,2,2,2,2,2,2,5,4,5,5,3,4.4,3.88,2,2,2,4,2.5,6,5,6,5,5.5,5,5,5,5,5,,,,,,10,5,6,10,Unsure,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,Fall 2021,Major,BIOL1610,Pre,4,4,3,4,3,3.6,5,5,5,5,5,5,4,4,5,5,4,4.4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,4.48,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,,,,,,10,1,1,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,Fall 2021,Major,BIOL1610,Pre,4,4,4,4,3,3.8,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,4.6,4,4,4,4,4,4,5,5,5,5,5,5,4.72,2,3,2,1,2,5,5,5,5,5,5,5,5,5,5,,,,,,1,5,6,10,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,Fall 2021,Major,BIOL1610,Pre,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4.8,5,5,5,5,5,5,5,5,5,5,5,5,4.96,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,,,,,,1,1,1,6,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,Fall 2021,Major,BIOL1610,Pre,1,2,2,2,2,1.8,3,4,4,3,3,3.4,4,4,4,4,4,4,4,5,5,5,3,4.4,3,3,3,4,4,3.4,5,5,5,5,1,4.2,3.88,2,2,2,3,2.25,5,5,5,5,5,3,4,4,4,3.75,,,,,,11,5,6,7,No,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,Spring 2022,Non-Major,BIOL1010,Pre,4,4,3,3,3,3.4,3,4,3,4,2,3.2,3,2,3,4,3,3,4,4,4,3,4,3.8,3,2,3,3,3,2.8,4,3,4,3,3,3.4,3.24,4,4,4,3,3.75,5,5,6,5,5.25,6,6,6,6,6,,,,,,11,12,1,7,Yes,2,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,Fall 2021,Major,BIOL1610,Pre,3,3,1,4,3,2.8,4,2,3,3,2,2.8,4,4,2,2,4,3.2,3,3,3,3,4,3.2,4,3,4,2,4,3.4,5,5,5,5,5,5,3.52,4,3,1,3,2.75,5,4,3,1,3.25,5,4,2,4,3.75,,,,,,9,10,9,6,No,0,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,Fall 2021,Major,BIOL1610,Pre,3,3,4,4,4,3.6,5,5,5,5,5,5,4,4,3,3,2,3.2,3,3,4,4,4,3.6,3,2,2,4,4,3,5,5,4,4,4,4.4,3.84,3,2,2,3,2.5,5,6,6,5,5.5,3,6,6,6,5.25,,,,,,10,1,6,9,Yes,0,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
